Type,Sentence,Grammatical,Critical String,Region Start,Region End
<S_FX>,I know who Nicole called last year and started to like you today,False,you,55,58
<S_XX>,I know that Nicole called David last year and started to like you today,True,you,62,65
<S_FG>,I know who Nicole called last year and started to like recently,True,recently,55,63
<S_XG>,I know that Nicole called David last year and started to like recently,False,recently,62,70
<S_FX>,I know who Nicole called last year and started to like you recently,False,you,55,58
<S_XX>,I know that Nicole called David last year and started to like you recently,True,you,62,65
<S_FG>,I know who Nicole called last year and started to like lately,True,lately,55,61
<S_XG>,I know that Nicole called David last year and started to like lately,False,lately,62,68
<S_FX>,I know who Nicole called last year and started to like you lately,False,you,55,58
<S_XX>,I know that Nicole called David last year and started to like you lately,True,you,62,65
<S_FG>,I know who Nicole texted last year and argued with today,True,today,51,56
<S_XG>,I know that Nicole texted David last year and argued with today,False,today,58,63
<S_FX>,I know who Nicole texted last year and argued with you today,False,you,51,54
<S_XX>,I know that Nicole texted David last year and argued with you today,True,you,58,61
<S_FG>,I know who Nicole texted last year and argued with recently,True,recently,51,59
<S_XG>,I know that Nicole texted David last year and argued with recently,False,recently,58,66
<S_FX>,I know who Nicole texted last year and argued with you recently,False,you,51,54
<S_XX>,I know that Nicole texted David last year and argued with you recently,True,you,58,61
<S_FG>,I know who Nicole texted last year and argued with lately,True,lately,51,57
<S_XG>,I know that Nicole texted David last year and argued with lately,False,lately,58,64
<S_FX>,I know who Nicole texted last year and argued with you lately,False,you,51,54
<S_XX>,I know that Nicole texted David last year and argued with you lately,True,you,58,61
<S_FG>,I know who Nicole texted last year and had a fight with today,True,today,56,61
<S_XG>,I know that Nicole texted David last year and had a fight with today,False,today,63,68
<S_FX>,I know who Nicole texted last year and had a fight with you today,False,you,56,59
<S_XX>,I know that Nicole texted David last year and had a fight with you today,True,you,63,66
<S_FG>,I know who Nicole texted last year and had a fight with recently,True,recently,56,64
<S_XG>,I know that Nicole texted David last year and had a fight with recently,False,recently,63,71
<S_FX>,I know who Nicole texted last year and had a fight with you recently,False,you,56,59
<S_XX>,I know that Nicole texted David last year and had a fight with you recently,True,you,63,66
<S_FG>,I know who Nicole texted last year and had a fight with lately,True,lately,56,62
<S_XG>,I know that Nicole texted David last year and had a fight with lately,False,lately,63,69
<S_FX>,I know who Nicole texted last year and had a fight with you lately,False,you,56,59
<S_XX>,I know that Nicole texted David last year and had a fight with you lately,True,you,63,66
<S_FG>,I know who Nicole texted last year and made peace with today,True,today,55,60
<S_XG>,I know that Nicole texted David last year and made peace with today,False,today,62,67
<S_FX>,I know who Nicole texted last year and made peace with you today,False,you,55,58
<S_XX>,I know that Nicole texted David last year and made peace with you today,True,you,62,65
<S_FG>,I know who Nicole texted last year and made peace with recently,True,recently,55,63
<S_XG>,I know that Nicole texted David last year and made peace with recently,False,recently,62,70
<S_FX>,I know who Nicole texted last year and made peace with you recently,False,you,55,58
<S_XX>,I know that Nicole texted David last year and made peace with you recently,True,you,62,65
<S_FG>,I know who Nicole texted last year and made peace with lately,True,lately,55,61
<S_XG>,I know that Nicole texted David last year and made peace with lately,False,lately,62,68
<S_FX>,I know who Nicole texted last year and made peace with you lately,False,you,55,58
<S_XX>,I know that Nicole texted David last year and made peace with you lately,True,you,62,65
<S_FG>,I know who Nicole texted last year and stopped talking to today,True,today,58,63
<S_XG>,I know that Nicole texted David last year and stopped talking to today,False,today,65,70
<S_FX>,I know who Nicole texted last year and stopped talking to you today,False,you,58,61
<S_XX>,I know that Nicole texted David last year and stopped talking to you today,True,you,65,68
<S_FG>,I know who Nicole texted last year and stopped talking to recently,True,recently,58,66
<S_XG>,I know that Nicole texted David last year and stopped talking to recently,False,recently,65,73
<S_FX>,I know who Nicole texted last year and stopped talking to you recently,False,you,58,61
<S_XX>,I know that Nicole texted David last year and stopped talking to you recently,True,you,65,68
<S_FG>,I know who Nicole texted last year and stopped talking to lately,True,lately,58,64
<S_XG>,I know that Nicole texted David last year and stopped talking to lately,False,lately,65,71
<S_FX>,I know who Nicole texted last year and stopped talking to you lately,False,you,58,61
<S_XX>,I know that Nicole texted David last year and stopped talking to you lately,True,you,65,68
<S_FG>,I know who Nicole texted last year and fell in love with today,True,today,57,62
<S_XG>,I know that Nicole texted David last year and fell in love with today,False,today,64,69
<S_FX>,I know who Nicole texted last year and fell in love with you today,False,you,57,60
<S_XX>,I know that Nicole texted David last year and fell in love with you today,True,you,64,67
<S_FG>,I know who Nicole texted last year and fell in love with recently,True,recently,57,65
<S_XG>,I know that Nicole texted David last year and fell in love with recently,False,recently,64,72
<S_FX>,I know who Nicole texted last year and fell in love with you recently,False,you,57,60
<S_XX>,I know that Nicole texted David last year and fell in love with you recently,True,you,64,67
<S_FG>,I know who Nicole texted last year and fell in love with lately,True,lately,57,63
<S_XG>,I know that Nicole texted David last year and fell in love with lately,False,lately,64,70
<S_FX>,I know who Nicole texted last year and fell in love with you lately,False,you,57,60
<S_XX>,I know that Nicole texted David last year and fell in love with you lately,True,you,64,67
<S_FG>,I know who Nicole texted last year and started to like today,True,today,55,60
<S_XG>,I know that Nicole texted David last year and started to like today,False,today,62,67
<S_FX>,I know who Nicole texted last year and started to like you today,False,you,55,58
<S_XX>,I know that Nicole texted David last year and started to like you today,True,you,62,65
<S_FG>,I know who Nicole texted last year and started to like recently,True,recently,55,63
<S_XG>,I know that Nicole texted David last year and started to like recently,False,recently,62,70
<S_FX>,I know who Nicole texted last year and started to like you recently,False,you,55,58
<S_XX>,I know that Nicole texted David last year and started to like you recently,True,you,62,65
<S_FG>,I know who Nicole texted last year and started to like lately,True,lately,55,61
<S_XG>,I know that Nicole texted David last year and started to like lately,False,lately,62,68
<S_FX>,I know who Nicole texted last year and started to like you lately,False,you,55,58
<S_XX>,I know that Nicole texted David last year and started to like you lately,True,you,62,65
<S_FG>,I know who Nicole yelled at last year and argued with today,True,today,54,59
<S_XG>,I know that Nicole yelled at David last year and argued with today,False,today,61,66
<S_FX>,I know who Nicole yelled at last year and argued with you today,False,you,54,57
<S_XX>,I know that Nicole yelled at David last year and argued with you today,True,you,61,64
<S_FG>,I know who Nicole yelled at last year and argued with recently,True,recently,54,62
<S_XG>,I know that Nicole yelled at David last year and argued with recently,False,recently,61,69
<S_FX>,I know who Nicole yelled at last year and argued with you recently,False,you,54,57
<S_XX>,I know that Nicole yelled at David last year and argued with you recently,True,you,61,64
<S_FG>,I know who Nicole yelled at last year and argued with lately,True,lately,54,60
<S_XG>,I know that Nicole yelled at David last year and argued with lately,False,lately,61,67
<S_FX>,I know who Nicole yelled at last year and argued with you lately,False,you,54,57
<S_XX>,I know that Nicole yelled at David last year and argued with you lately,True,you,61,64
<S_FG>,I know who Nicole yelled at last year and had a fight with today,True,today,59,64
<S_XG>,I know that Nicole yelled at David last year and had a fight with today,False,today,66,71
<S_FX>,I know who Nicole yelled at last year and had a fight with you today,False,you,59,62
<S_XX>,I know that Nicole yelled at David last year and had a fight with you today,True,you,66,69
<S_FG>,I know who Nicole yelled at last year and had a fight with recently,True,recently,59,67
<S_XG>,I know that Nicole yelled at David last year and had a fight with recently,False,recently,66,74
<S_FX>,I know who Nicole yelled at last year and had a fight with you recently,False,you,59,62
<S_XX>,I know that Nicole yelled at David last year and had a fight with you recently,True,you,66,69
<S_FG>,I know who Nicole yelled at last year and had a fight with lately,True,lately,59,65
<S_XG>,I know that Nicole yelled at David last year and had a fight with lately,False,lately,66,72
<S_FX>,I know who Nicole yelled at last year and had a fight with you lately,False,you,59,62
<S_XX>,I know that Nicole yelled at David last year and had a fight with you lately,True,you,66,69
<S_FG>,I know who Nicole yelled at last year and made peace with today,True,today,58,63
<S_XG>,I know that Nicole yelled at David last year and made peace with today,False,today,65,70
<S_FX>,I know who Nicole yelled at last year and made peace with you today,False,you,58,61
<S_XX>,I know that Nicole yelled at David last year and made peace with you today,True,you,65,68
<S_FG>,I know who Nicole yelled at last year and made peace with recently,True,recently,58,66
<S_XG>,I know that Nicole yelled at David last year and made peace with recently,False,recently,65,73
<S_FX>,I know who Nicole yelled at last year and made peace with you recently,False,you,58,61
<S_XX>,I know that Nicole yelled at David last year and made peace with you recently,True,you,65,68
<S_FG>,I know who Nicole yelled at last year and made peace with lately,True,lately,58,64
<S_XG>,I know that Nicole yelled at David last year and made peace with lately,False,lately,65,71
<S_FX>,I know who Nicole yelled at last year and made peace with you lately,False,you,58,61
<S_XX>,I know that Nicole yelled at David last year and made peace with you lately,True,you,65,68
<S_FG>,I know who Nicole yelled at last year and stopped talking to today,True,today,61,66
<S_XG>,I know that Nicole yelled at David last year and stopped talking to today,False,today,68,73
<S_FX>,I know who Nicole yelled at last year and stopped talking to you today,False,you,61,64
<S_XX>,I know that Nicole yelled at David last year and stopped talking to you today,True,you,68,71
<S_FG>,I know who Nicole yelled at last year and stopped talking to recently,True,recently,61,69
<S_XG>,I know that Nicole yelled at David last year and stopped talking to recently,False,recently,68,76
<S_FX>,I know who Nicole yelled at last year and stopped talking to you recently,False,you,61,64
<S_XX>,I know that Nicole yelled at David last year and stopped talking to you recently,True,you,68,71
<S_FG>,I know who Nicole yelled at last year and stopped talking to lately,True,lately,61,67
<S_XG>,I know that Nicole yelled at David last year and stopped talking to lately,False,lately,68,74
<S_FX>,I know who Nicole yelled at last year and stopped talking to you lately,False,you,61,64
<S_XX>,I know that Nicole yelled at David last year and stopped talking to you lately,True,you,68,71
<S_FG>,I know who Nicole yelled at last year and fell in love with today,True,today,60,65
<S_XG>,I know that Nicole yelled at David last year and fell in love with today,False,today,67,72
<S_FX>,I know who Nicole yelled at last year and fell in love with you today,False,you,60,63
<S_XX>,I know that Nicole yelled at David last year and fell in love with you today,True,you,67,70
<S_FG>,I know who Nicole yelled at last year and fell in love with recently,True,recently,60,68
<S_XG>,I know that Nicole yelled at David last year and fell in love with recently,False,recently,67,75
<S_FX>,I know who Nicole yelled at last year and fell in love with you recently,False,you,60,63
<S_XX>,I know that Nicole yelled at David last year and fell in love with you recently,True,you,67,70
<S_FG>,I know who Nicole yelled at last year and fell in love with lately,True,lately,60,66
<S_XG>,I know that Nicole yelled at David last year and fell in love with lately,False,lately,67,73
<S_FX>,I know who Nicole yelled at last year and fell in love with you lately,False,you,60,63
<S_XX>,I know that Nicole yelled at David last year and fell in love with you lately,True,you,67,70
<S_FG>,I know who Nicole yelled at last year and started to like today,True,today,58,63
<S_XG>,I know that Nicole yelled at David last year and started to like today,False,today,65,70
<S_FX>,I know who Nicole yelled at last year and started to like you today,False,you,58,61
<S_XX>,I know that Nicole yelled at David last year and started to like you today,True,you,65,68
<S_FG>,I know who Nicole yelled at last year and started to like recently,True,recently,58,66
<S_XG>,I know that Nicole yelled at David last year and started to like recently,False,recently,65,73
<S_FX>,I know who Nicole yelled at last year and started to like you recently,False,you,58,61
<S_XX>,I know that Nicole yelled at David last year and started to like you recently,True,you,65,68
<S_FG>,I know who Nicole yelled at last year and started to like lately,True,lately,58,64
<S_XG>,I know that Nicole yelled at David last year and started to like lately,False,lately,65,71
<S_FX>,I know who Nicole yelled at last year and started to like you lately,False,you,58,61
<S_XX>,I know that Nicole yelled at David last year and started to like you lately,True,you,65,68
<S_FG>,I know who Nicole humiliated last year and argued with today,True,today,55,60
<S_XG>,I know that Nicole humiliated David last year and argued with today,False,today,62,67
<S_FX>,I know who Nicole humiliated last year and argued with you today,False,you,55,58
<S_XX>,I know that Nicole humiliated David last year and argued with you today,True,you,62,65
<S_FG>,I know who Nicole humiliated last year and argued with recently,True,recently,55,63
<S_XG>,I know that Nicole humiliated David last year and argued with recently,False,recently,62,70
<S_FX>,I know who Nicole humiliated last year and argued with you recently,False,you,55,58
<S_XX>,I know that Nicole humiliated David last year and argued with you recently,True,you,62,65
<S_FG>,I know who Nicole humiliated last year and argued with lately,True,lately,55,61
<S_XG>,I know that Nicole humiliated David last year and argued with lately,False,lately,62,68
<S_FX>,I know who Nicole humiliated last year and argued with you lately,False,you,55,58
<S_XX>,I know that Nicole humiliated David last year and argued with you lately,True,you,62,65
<S_FG>,I know who Nicole humiliated last year and had a fight with today,True,today,60,65
<S_XG>,I know that Nicole humiliated David last year and had a fight with today,False,today,67,72
<S_FX>,I know who Nicole humiliated last year and had a fight with you today,False,you,60,63
<S_XX>,I know that Nicole humiliated David last year and had a fight with you today,True,you,67,70
<S_FG>,I know who Nicole humiliated last year and had a fight with recently,True,recently,60,68
<S_XG>,I know that Nicole humiliated David last year and had a fight with recently,False,recently,67,75
<S_FX>,I know who Nicole humiliated last year and had a fight with you recently,False,you,60,63
<S_XX>,I know that Nicole humiliated David last year and had a fight with you recently,True,you,67,70
<S_FG>,I know who Nicole humiliated last year and had a fight with lately,True,lately,60,66
<S_XG>,I know that Nicole humiliated David last year and had a fight with lately,False,lately,67,73
<S_FX>,I know who Nicole humiliated last year and had a fight with you lately,False,you,60,63
<S_XX>,I know that Nicole humiliated David last year and had a fight with you lately,True,you,67,70
<S_FG>,I know who Nicole humiliated last year and made peace with today,True,today,59,64
<S_XG>,I know that Nicole humiliated David last year and made peace with today,False,today,66,71
<S_FX>,I know who Nicole humiliated last year and made peace with you today,False,you,59,62
<S_XX>,I know that Nicole humiliated David last year and made peace with you today,True,you,66,69
<S_FG>,I know who Nicole humiliated last year and made peace with recently,True,recently,59,67
<S_XG>,I know that Nicole humiliated David last year and made peace with recently,False,recently,66,74
<S_FX>,I know who Nicole humiliated last year and made peace with you recently,False,you,59,62
<S_XX>,I know that Nicole humiliated David last year and made peace with you recently,True,you,66,69
<S_FG>,I know who Nicole humiliated last year and made peace with lately,True,lately,59,65
<S_XG>,I know that Nicole humiliated David last year and made peace with lately,False,lately,66,72
<S_FX>,I know who Nicole humiliated last year and made peace with you lately,False,you,59,62
<S_XX>,I know that Nicole humiliated David last year and made peace with you lately,True,you,66,69
<S_FG>,I know who Nicole humiliated last year and stopped talking to today,True,today,62,67
<S_XG>,I know that Nicole humiliated David last year and stopped talking to today,False,today,69,74
<S_FX>,I know who Nicole humiliated last year and stopped talking to you today,False,you,62,65
<S_XX>,I know that Nicole humiliated David last year and stopped talking to you today,True,you,69,72
<S_FG>,I know who Nicole humiliated last year and stopped talking to recently,True,recently,62,70
<S_XG>,I know that Nicole humiliated David last year and stopped talking to recently,False,recently,69,77
<S_FX>,I know who Nicole humiliated last year and stopped talking to you recently,False,you,62,65
<S_XX>,I know that Nicole humiliated David last year and stopped talking to you recently,True,you,69,72
<S_FG>,I know who Nicole humiliated last year and stopped talking to lately,True,lately,62,68
<S_XG>,I know that Nicole humiliated David last year and stopped talking to lately,False,lately,69,75
<S_FX>,I know who Nicole humiliated last year and stopped talking to you lately,False,you,62,65
<S_XX>,I know that Nicole humiliated David last year and stopped talking to you lately,True,you,69,72
<S_FG>,I know who Nicole humiliated last year and fell in love with today,True,today,61,66
<S_XG>,I know that Nicole humiliated David last year and fell in love with today,False,today,68,73
<S_FX>,I know who Nicole humiliated last year and fell in love with you today,False,you,61,64
<S_XX>,I know that Nicole humiliated David last year and fell in love with you today,True,you,68,71
<S_FG>,I know who Nicole humiliated last year and fell in love with recently,True,recently,61,69
<S_XG>,I know that Nicole humiliated David last year and fell in love with recently,False,recently,68,76
<S_FX>,I know who Nicole humiliated last year and fell in love with you recently,False,you,61,64
<S_XX>,I know that Nicole humiliated David last year and fell in love with you recently,True,you,68,71
<S_FG>,I know who Nicole humiliated last year and fell in love with lately,True,lately,61,67
<S_XG>,I know that Nicole humiliated David last year and fell in love with lately,False,lately,68,74
<S_FX>,I know who Nicole humiliated last year and fell in love with you lately,False,you,61,64
<S_XX>,I know that Nicole humiliated David last year and fell in love with you lately,True,you,68,71
<S_FG>,I know who Nicole humiliated last year and started to like today,True,today,59,64
<S_XG>,I know that Nicole humiliated David last year and started to like today,False,today,66,71
<S_FX>,I know who Nicole humiliated last year and started to like you today,False,you,59,62
<S_XX>,I know that Nicole humiliated David last year and started to like you today,True,you,66,69
<S_FG>,I know who Nicole humiliated last year and started to like recently,True,recently,59,67
<S_XG>,I know that Nicole humiliated David last year and started to like recently,False,recently,66,74
<S_FX>,I know who Nicole humiliated last year and started to like you recently,False,you,59,62
<S_XX>,I know that Nicole humiliated David last year and started to like you recently,True,you,66,69
<S_FG>,I know who Nicole humiliated last year and started to like lately,True,lately,59,65
<S_XG>,I know that Nicole humiliated David last year and started to like lately,False,lately,66,72
<S_FX>,I know who Nicole humiliated last year and started to like you lately,False,you,59,62
<S_XX>,I know that Nicole humiliated David last year and started to like you lately,True,you,66,69
<S_FG>,I know who Eric talked to last year and argued with today,True,today,52,57
<S_XG>,I know that Eric talked to Christopher last year and argued with today,False,today,65,70
<S_FX>,I know who Eric talked to last year and argued with Matthew today,False,Matthew,52,59
<S_XX>,I know that Eric talked to Christopher last year and argued with Matthew today,True,Matthew,65,72
<S_FG>,I know who Eric talked to last year and argued with recently,True,recently,52,60
<S_XG>,I know that Eric talked to Christopher last year and argued with recently,False,recently,65,73
<S_FX>,I know who Eric talked to last year and argued with Matthew recently,False,Matthew,52,59
<S_XX>,I know that Eric talked to Christopher last year and argued with Matthew recently,True,Matthew,65,72
<S_FG>,I know who Eric talked to last year and argued with lately,True,lately,52,58
<S_XG>,I know that Eric talked to Christopher last year and argued with lately,False,lately,65,71
<S_FX>,I know who Eric talked to last year and argued with Matthew lately,False,Matthew,52,59
<S_XX>,I know that Eric talked to Christopher last year and argued with Matthew lately,True,Matthew,65,72
<S_FG>,I know who Eric talked to last year and had a fight with today,True,today,57,62
<S_XG>,I know that Eric talked to Christopher last year and had a fight with today,False,today,70,75
<S_FX>,I know who Eric talked to last year and had a fight with Matthew today,False,Matthew,57,64
<S_XX>,I know that Eric talked to Christopher last year and had a fight with Matthew today,True,Matthew,70,77
<S_FG>,I know who Eric talked to last year and had a fight with recently,True,recently,57,65
<S_XG>,I know that Eric talked to Christopher last year and had a fight with recently,False,recently,70,78
<S_FX>,I know who Eric talked to last year and had a fight with Matthew recently,False,Matthew,57,64
<S_XX>,I know that Eric talked to Christopher last year and had a fight with Matthew recently,True,Matthew,70,77
<S_FG>,I know who Eric talked to last year and had a fight with lately,True,lately,57,63
<S_XG>,I know that Eric talked to Christopher last year and had a fight with lately,False,lately,70,76
<S_FX>,I know who Eric talked to last year and had a fight with Matthew lately,False,Matthew,57,64
<S_XX>,I know that Eric talked to Christopher last year and had a fight with Matthew lately,True,Matthew,70,77
<S_FG>,I know who Eric talked to last year and made peace with today,True,today,56,61
<S_XG>,I know that Eric talked to Christopher last year and made peace with today,False,today,69,74
<S_FX>,I know who Eric talked to last year and made peace with Matthew today,False,Matthew,56,63
<S_XX>,I know that Eric talked to Christopher last year and made peace with Matthew today,True,Matthew,69,76
<S_FG>,I know who Eric talked to last year and made peace with recently,True,recently,56,64
<S_XG>,I know that Eric talked to Christopher last year and made peace with recently,False,recently,69,77
<S_FX>,I know who Eric talked to last year and made peace with Matthew recently,False,Matthew,56,63
<S_XX>,I know that Eric talked to Christopher last year and made peace with Matthew recently,True,Matthew,69,76
<S_FG>,I know who Eric talked to last year and made peace with lately,True,lately,56,62
<S_XG>,I know that Eric talked to Christopher last year and made peace with lately,False,lately,69,75
<S_FX>,I know who Eric talked to last year and made peace with Matthew lately,False,Matthew,56,63
<S_XX>,I know that Eric talked to Christopher last year and made peace with Matthew lately,True,Matthew,69,76
<S_FG>,I know who Eric talked to last year and stopped talking to today,True,today,59,64
<S_XG>,I know that Eric talked to Christopher last year and stopped talking to today,False,today,72,77
<S_FX>,I know who Eric talked to last year and stopped talking to Matthew today,False,Matthew,59,66
<S_XX>,I know that Eric talked to Christopher last year and stopped talking to Matthew today,True,Matthew,72,79
<S_FG>,I know who Eric talked to last year and stopped talking to recently,True,recently,59,67
<S_XG>,I know that Eric talked to Christopher last year and stopped talking to recently,False,recently,72,80
<S_FX>,I know who Eric talked to last year and stopped talking to Matthew recently,False,Matthew,59,66
<S_XX>,I know that Eric talked to Christopher last year and stopped talking to Matthew recently,True,Matthew,72,79
<S_FG>,I know who Eric talked to last year and stopped talking to lately,True,lately,59,65
<S_XG>,I know that Eric talked to Christopher last year and stopped talking to lately,False,lately,72,78
<S_FX>,I know who Eric talked to last year and stopped talking to Matthew lately,False,Matthew,59,66
<S_XX>,I know that Eric talked to Christopher last year and stopped talking to Matthew lately,True,Matthew,72,79
<S_FG>,I know who Eric talked to last year and fell in love with today,True,today,58,63
<S_XG>,I know that Eric talked to Christopher last year and fell in love with today,False,today,71,76
<S_FX>,I know who Eric talked to last year and fell in love with Matthew today,False,Matthew,58,65
<S_XX>,I know that Eric talked to Christopher last year and fell in love with Matthew today,True,Matthew,71,78
<S_FG>,I know who Eric talked to last year and fell in love with recently,True,recently,58,66
<S_XG>,I know that Eric talked to Christopher last year and fell in love with recently,False,recently,71,79
<S_FX>,I know who Eric talked to last year and fell in love with Matthew recently,False,Matthew,58,65
<S_XX>,I know that Eric talked to Christopher last year and fell in love with Matthew recently,True,Matthew,71,78
<S_FG>,I know who Eric talked to last year and fell in love with lately,True,lately,58,64
<S_XG>,I know that Eric talked to Christopher last year and fell in love with lately,False,lately,71,77
<S_FX>,I know who Eric talked to last year and fell in love with Matthew lately,False,Matthew,58,65
<S_XX>,I know that Eric talked to Christopher last year and fell in love with Matthew lately,True,Matthew,71,78
<S_FG>,I know who Eric talked to last year and started to like today,True,today,56,61
<S_XG>,I know that Eric talked to Christopher last year and started to like today,False,today,69,74
<S_FX>,I know who Eric talked to last year and started to like Matthew today,False,Matthew,56,63
<S_XX>,I know that Eric talked to Christopher last year and started to like Matthew today,True,Matthew,69,76
<S_FG>,I know who Eric talked to last year and started to like recently,True,recently,56,64
<S_XG>,I know that Eric talked to Christopher last year and started to like recently,False,recently,69,77
<S_FX>,I know who Eric talked to last year and started to like Matthew recently,False,Matthew,56,63
<S_XX>,I know that Eric talked to Christopher last year and started to like Matthew recently,True,Matthew,69,76
<S_FG>,I know who Eric talked to last year and started to like lately,True,lately,56,62
<S_XG>,I know that Eric talked to Christopher last year and started to like lately,False,lately,69,75
<S_FX>,I know who Eric talked to last year and started to like Matthew lately,False,Matthew,56,63
<S_XX>,I know that Eric talked to Christopher last year and started to like Matthew lately,True,Matthew,69,76
<S_FG>,I know who Eric called last year and argued with today,True,today,49,54
<S_XG>,I know that Eric called Christopher last year and argued with today,False,today,62,67
<S_FX>,I know who Eric called last year and argued with Matthew today,False,Matthew,49,56
<S_XX>,I know that Eric called Christopher last year and argued with Matthew today,True,Matthew,62,69
<S_FG>,I know who Eric called last year and argued with recently,True,recently,49,57
<S_XG>,I know that Eric called Christopher last year and argued with recently,False,recently,62,70
<S_FX>,I know who Eric called last year and argued with Matthew recently,False,Matthew,49,56
<S_XX>,I know that Eric called Christopher last year and argued with Matthew recently,True,Matthew,62,69
<S_FG>,I know who Eric called last year and argued with lately,True,lately,49,55
<S_XG>,I know that Eric called Christopher last year and argued with lately,False,lately,62,68
<S_FX>,I know who Eric called last year and argued with Matthew lately,False,Matthew,49,56
<S_XX>,I know that Eric called Christopher last year and argued with Matthew lately,True,Matthew,62,69
<S_FG>,I know who Eric called last year and had a fight with today,True,today,54,59
<S_XG>,I know that Eric called Christopher last year and had a fight with today,False,today,67,72
<S_FX>,I know who Eric called last year and had a fight with Matthew today,False,Matthew,54,61
<S_XX>,I know that Eric called Christopher last year and had a fight with Matthew today,True,Matthew,67,74
<S_FG>,I know who Eric called last year and had a fight with recently,True,recently,54,62
<S_XG>,I know that Eric called Christopher last year and had a fight with recently,False,recently,67,75
<S_FX>,I know who Eric called last year and had a fight with Matthew recently,False,Matthew,54,61
<S_XX>,I know that Eric called Christopher last year and had a fight with Matthew recently,True,Matthew,67,74
<S_FG>,I know who Eric called last year and had a fight with lately,True,lately,54,60
<S_XG>,I know that Eric called Christopher last year and had a fight with lately,False,lately,67,73
<S_FX>,I know who Eric called last year and had a fight with Matthew lately,False,Matthew,54,61
<S_XX>,I know that Eric called Christopher last year and had a fight with Matthew lately,True,Matthew,67,74
<S_FG>,I know who Eric called last year and made peace with today,True,today,53,58
<S_XG>,I know that Eric called Christopher last year and made peace with today,False,today,66,71
<S_FX>,I know who Eric called last year and made peace with Matthew today,False,Matthew,53,60
<S_XX>,I know that Eric called Christopher last year and made peace with Matthew today,True,Matthew,66,73
<S_FG>,I know who Eric called last year and made peace with recently,True,recently,53,61
<S_XG>,I know that Eric called Christopher last year and made peace with recently,False,recently,66,74
<S_FX>,I know who Eric called last year and made peace with Matthew recently,False,Matthew,53,60
<S_XX>,I know that Eric called Christopher last year and made peace with Matthew recently,True,Matthew,66,73
<S_FG>,I know who Eric called last year and made peace with lately,True,lately,53,59
<S_XG>,I know that Eric called Christopher last year and made peace with lately,False,lately,66,72
<S_FX>,I know who Eric called last year and made peace with Matthew lately,False,Matthew,53,60
<S_XX>,I know that Eric called Christopher last year and made peace with Matthew lately,True,Matthew,66,73
<S_FG>,I know who Eric called last year and stopped talking to today,True,today,56,61
<S_XG>,I know that Eric called Christopher last year and stopped talking to today,False,today,69,74
<S_FX>,I know who Eric called last year and stopped talking to Matthew today,False,Matthew,56,63
<S_XX>,I know that Eric called Christopher last year and stopped talking to Matthew today,True,Matthew,69,76
<S_FG>,I know who Eric called last year and stopped talking to recently,True,recently,56,64
<S_XG>,I know that Eric called Christopher last year and stopped talking to recently,False,recently,69,77
<S_FX>,I know who Eric called last year and stopped talking to Matthew recently,False,Matthew,56,63
<S_XX>,I know that Eric called Christopher last year and stopped talking to Matthew recently,True,Matthew,69,76
<S_FG>,I know who Eric called last year and stopped talking to lately,True,lately,56,62
<S_XG>,I know that Eric called Christopher last year and stopped talking to lately,False,lately,69,75
<S_FX>,I know who Eric called last year and stopped talking to Matthew lately,False,Matthew,56,63
<S_XX>,I know that Eric called Christopher last year and stopped talking to Matthew lately,True,Matthew,69,76
<S_FG>,I know who Eric called last year and fell in love with today,True,today,55,60
<S_XG>,I know that Eric called Christopher last year and fell in love with today,False,today,68,73
<S_FX>,I know who Eric called last year and fell in love with Matthew today,False,Matthew,55,62
<S_XX>,I know that Eric called Christopher last year and fell in love with Matthew today,True,Matthew,68,75
<S_FG>,I know who Eric called last year and fell in love with recently,True,recently,55,63
<S_XG>,I know that Eric called Christopher last year and fell in love with recently,False,recently,68,76
<S_FX>,I know who Eric called last year and fell in love with Matthew recently,False,Matthew,55,62
<S_XX>,I know that Eric called Christopher last year and fell in love with Matthew recently,True,Matthew,68,75
<S_FG>,I know who Eric called last year and fell in love with lately,True,lately,55,61
<S_XG>,I know that Eric called Christopher last year and fell in love with lately,False,lately,68,74
<S_FX>,I know who Eric called last year and fell in love with Matthew lately,False,Matthew,55,62
<S_XX>,I know that Eric called Christopher last year and fell in love with Matthew lately,True,Matthew,68,75
<S_FG>,I know who Eric called last year and started to like today,True,today,53,58
<S_XG>,I know that Eric called Christopher last year and started to like today,False,today,66,71
<S_FX>,I know who Eric called last year and started to like Matthew today,False,Matthew,53,60
<S_XX>,I know that Eric called Christopher last year and started to like Matthew today,True,Matthew,66,73
<S_FG>,I know who Eric called last year and started to like recently,True,recently,53,61
<S_XG>,I know that Eric called Christopher last year and started to like recently,False,recently,66,74
<S_FX>,I know who Eric called last year and started to like Matthew recently,False,Matthew,53,60
<S_XX>,I know that Eric called Christopher last year and started to like Matthew recently,True,Matthew,66,73
<S_FG>,I know who Eric called last year and started to like lately,True,lately,53,59
<S_XG>,I know that Eric called Christopher last year and started to like lately,False,lately,66,72
<S_FX>,I know who Eric called last year and started to like Matthew lately,False,Matthew,53,60
<S_XX>,I know that Eric called Christopher last year and started to like Matthew lately,True,Matthew,66,73
<S_FG>,I know who Eric texted last year and argued with today,True,today,49,54
<S_XG>,I know that Eric texted Christopher last year and argued with today,False,today,62,67
<S_FX>,I know who Eric texted last year and argued with Matthew today,False,Matthew,49,56
