Type,Sentence,Grammatical,Set,Critical String,Region Start,Region End
<S_XX>,I know that the attempt to repair the washing machine finally wrecked it nonetheless,True,No Set,it,70,72
<S_XX>,I know that the attempt to fix the washing machine finally wrecked it nonetheless,True,No Set,it,67,69
<S_XX>,I know that the attempt to overhaul the washing machine finally wrecked it nonetheless,True,No Set,it,72,74
<S_XX>,I know that the attempt to rebuild the washing machine finally wrecked it nonetheless,True,Training,it,71,73
<S_XX>,I know that the attempt to repair the drier finally wrecked it nonetheless,True,No Set,it,60,62
<S_XX>,I know that the attempt to fix the drier finally wrecked it nonetheless,True,No Set,it,57,59
<S_XX>,I know that the attempt to overhaul the drier finally wrecked it nonetheless,True,No Set,it,62,64
<S_XX>,I know that the attempt to rebuild the drier finally wrecked it nonetheless,True,Training,it,61,63
<S_XX>,I know that the attempt to repair the ceiling finally wrecked it nonetheless,True,Training,it,62,64
<S_XX>,I know that the attempt to fix the ceiling finally wrecked it nonetheless,True,Training,it,59,61
<S_XX>,I know that the attempt to overhaul the ceiling finally wrecked it nonetheless,True,Training,it,64,66
<S_XX>,I know that the attempt to rebuild the ceiling finally wrecked it nonetheless,True,Training,it,63,65
<S_XX>,I know that the attempt to repair the apartment finally wrecked it nonetheless,True,Training,it,64,66
<S_XX>,I know that the attempt to fix the apartment finally wrecked it nonetheless,True,Training,it,61,63
<S_XX>,I know that the attempt to overhaul the apartment finally wrecked it nonetheless,True,Training,it,66,68
<S_XX>,I know that the attempt to rebuild the apartment finally wrecked it nonetheless,True,Training,it,65,67
